"FACULTY_NAME","FACULTY","COURSETITLE","SUBJECT","COURSE_NUMBER","CREDIT","COURSE_TITLE","SECTION","INSTRUCTOR_NAME"
"Faculty of Liberal Arts and Professional Studies","AP","Gods and Humans","HUMA","1165","9","Gods and Humans","B","Eric , Van Giessen"
"Faculty of Liberal Arts and Professional Studies","AP","Gods and Humans","HUMA","1165","9","Gods and Humans","B","Michael , Porretta"
"Faculty of Liberal Arts and Professional Studies","AP","Gods and Humans","HUMA","1165","9","Gods and Humans","B","Nadine , Sheinberg"
"Faculty of Liberal Arts and Professional Studies","AP","Gods and Humans","HUMA","1165","9","Gods and Humans","B","Sara , Leger"
"Faculty of Liberal Arts and Professional Studies","AP","Gods and Humans","HUMA","1165","9","Gods and Humans","B","Sara , McCleary"
"Faculty of Liberal Arts and Professional Studies","AP","Greece: a Modern History. from 1800 to the present","HIST","3357","6","Greece: a Modern History","A","Sakis , Gekas"
"Faculty of Liberal Arts and Professional Studies","AP","Greed. Globalization and the Gift: The Culture of","ANTH","3220","6","Greed. Globalization & the Gift","A","Karl , Schmid"
"Faculty of Liberal Arts and Professional Studies","AP","Greek Drama and Culture","HUMA","3100","6","Greek Drama and Culture","A","Robert L L, Tordoff"
"Faculty of Liberal Arts and Professional Studies","AP","Greek and Roman Religion","HUMA","3105","6","Greek and Roman Religion","A","Philip A , Harland"
"Faculty of Liberal Arts and Professional Studies","AP","Greeks in the World. A history of Greek migration","HIST","3356","3","Greek Migration History 20th Century","M","Sakis , Gekas"
"Faculty of Liberal Arts and Professional Studies","AP","Griots to Emcees: Examining Culture. Performance a","CLTR","3165","3","Culture. Performance and Spoken Word","A","Wendy , Brathwaite"
"Faculty of Liberal Arts and Professional Studies","AP","HREQ Work-Focused Placement Course","HREQ","4460","6","HREQ Work-Focused Placement Course","A","Awalou , Ouedraogo"
"Faculty of Liberal Arts and Professional Studies","AP","Hate Crime & Hate Speech: Unpacking the Socio- Leg","SOSC","3357","3","Hate Crime & Hate Speech","A","Allyson M M, Lunny"
"Faculty of Liberal Arts and Professional Studies","AP","Hauntings: Late 20th-Century Black Poetics in the","EN","4402","3","Late 20th-Century Black Poetics","M","Tiana , Reid"
"Faculty of Liberal Arts and Professional Studies","AP","Health & Illness in Cross-Cultural Perspective: Le","ANTH","3330","6","Health & Illness","A","Arne , Steinforth"
"Faculty of Liberal Arts and Professional Studies","AP","Health Controversies: Issues of Health. Illness an","SOSC","1801","6","Health Controversies","A","Dagmara , Woronko"
"Faculty of Liberal Arts and Professional Studies","AP","Health Controversies: Issues of Health. Illness an","SOSC","1801","6","Health Controversies","A","Evan , Greto"
"Faculty of Liberal Arts and Professional Studies","AP","Health Controversies: Issues of Health. Illness an","SOSC","1801","6","Health Controversies","A","Kelston , Cort"
"Faculty of Liberal Arts and Professional Studies","AP","Health Controversies: Issues of Health. Illness an","SOSC","1801","6","Health Controversies","A","Patrick , Okpalaeke"
"Faculty of Liberal Arts and Professional Studies","AP","Health Controversies: Issues of Health. Illness an","SOSC","1801","6","Health Controversies","A","Sheikh Rokiya , Hasan"
"Faculty of Liberal Arts and Professional Studies","AP","Health Controversies: Issues of Health. Illness an","SOSC","1801","6","Health Controversies","A","Sylvie , Cote"
"Faculty of Liberal Arts and Professional Studies","AP","Health Controversies: Issues of Health. Illness an","SOSC","1801","6","Health Controversies","A","Waseem , Malik"
"Faculty of Liberal Arts and Professional Studies","AP","Health Economics","ECON","3510","3","Health Economics","A","Shadab , Qaiser"
"Faculty of Liberal Arts and Professional Studies","AP","Health Economics","ECON","3510","3","Health Economics","M","Gordana , Colby"
"Faculty of Liberal Arts and Professional Studies","AP","Health and Equity","HREQ","1930","6","Health and Equity","A","Ana , Dienstmann Koch"
"Faculty of Liberal Arts and Professional Studies","AP","Health and Equity","HREQ","1930","6","Health and Equity","A","Hailey , Baldock"
"Faculty of Liberal Arts and Professional Studies","AP","Health and Equity","HREQ","1930","6","Health and Equity","A","Jolene , Heida"
"Faculty of Liberal Arts and Professional Studies","AP","Health and Equity","HREQ","1930","6","Health and Equity","A","Khandker , Haque"
"Faculty of Liberal Arts and Professional Studies","AP","Health and Equity","HREQ","1930","6","Health and Equity","A","Merle A A, Jacobs"
"Faculty of Liberal Arts and Professional Studies","AP","Health and Equity","HREQ","1930","6","Health and Equity","A","Sarah , Bergman"
"Faculty of Liberal Arts and Professional Studies","AP","Health and Equity","HREQ","1930","6","Health and Equity","A","Susan , Owen"
"Faculty of Liberal Arts and Professional Studies","AP","Health and Equity","HREQ","1930","6","Health and Equity","A","Tareq , Khalaf"
"Faculty of Liberal Arts and Professional Studies","AP","Health and Society Seminar","SOSC","4140","6","Health and Society Seminar","A","Blacker , Sarah"
"Faculty of Liberal Arts and Professional Studies","AP","Health: International and Comparative Perspectives","SOSC","3103","3","Health: International Perspectives","A","Jeffrey , Squire"
"Faculty of Liberal Arts and Professional Studies","AP","Hip Hop and the City","SOSC","3755","3","Hip Hop and the City","A","Francesca , D'Amico"
"Faculty of Liberal Arts and Professional Studies","AP","Hispanic Caribbean Literature: The City. The Natio","SP","3220","3","Hispanic Caribbean Literature","A","Emiro F. , Martinez-Osorio"
"Faculty of Liberal Arts and Professional Studies","AP","Hispanic Literature: Exploring Transformative Text","SP","2200","6","Introduction to Literature","A","Maria L , Figueredo"
"Faculty of Liberal Arts and Professional Studies","AP","Histories of Gender and Sexuality in the Modern Mi","HIST","3790","3","History of Gender in the Middle East","M","Leila , Pourtavaf"
"Faculty of Liberal Arts and Professional Studies","AP","History of Me: The Genealogy Seminar","HIST","4850","6","History of Me","A","David , Koffman"
"Faculty of Liberal Arts and Professional Studies","AP","History of Political Thought","POLS","4010","3","History of Political Thought","A","Martin , Breaugh"
"Faculty of Liberal Arts and Professional Studies","AP","Holocaust Literature of Children and Youth","HUMA","3688","3","Holocaust Literature of Children & Youth","M","L. , Wiseman"
"Faculty of Liberal Arts and Professional Studies","AP","Honours Seminar in Cognitive Science","COGS","4901","6","Honours Seminar in Cognitive Science","A","Kevin J , Lande"
"Faculty of Liberal Arts and Professional Studies","AP","Honours Seminar in Cognitive Science","COGS","4901","6","Honours Seminar in Cognitive Science","B","Johannes , Mahr"
"Faculty of Liberal Arts and Professional Studies","AP","Hood Feminisms: Black Women's Fugitivity","HUMA","3302","3","Black Women's Fugitivity","M","Ola , Mohammed"
"Faculty of Liberal Arts and Professional Studies","AP","Horror. Crime. and the Law in Indigenous and Afric","HUMA","4301","3","Indigene & African Diaspora Horror/Crime","M","Vermonja R , Alston"
"Faculty of Liberal Arts and Professional Studies","AP","How to Think About Technology: Hacking the History","HIST","2820","3","How to Think About Technology","M","Margaret E. , Schotte"
"Faculty of Liberal Arts and Professional Studies","AP","How to Think About Technology: Hacking the History","HIST","2820","3","How to Think About Technology","M","Michael V. , Roberts"
"Faculty of Liberal Arts and Professional Studies","AP","Human Displacement and Refugees in a Global Contex","SOCI","4430","3","Human Displacement & Refugees: Global","M","Christopher , Kyriakides"
"Faculty of Liberal Arts and Professional Studies","AP","Human Nature","PHIL","2420","3","Human Nature","A","Ashton Riley , Black"
"Faculty of Liberal Arts and Professional Studies","AP","Human Nature","PHIL","2420","3","Human Nature","A","David Alan , Jopling"
"Faculty of Liberal Arts and Professional Studies","AP","Human Nature","PHIL","2420","3","Human Nature","A","Ian , MacLean-Evans"
"Faculty of Liberal Arts and Professional Studies","AP","Human Nature","PHIL","2420","3","Human Nature","A","Nathan , Malcomson"
